Stufe;Versorger;Tarif;Tarif-ID;Sparte;Typ;Verbrauch von;Verbrauch bis;gültig von;gültig bis;Provision in Euro;Provision in Euro je kWh;Folgeprovision in Euro;Folgeprovision in Euro je kWh;Sonderprovision
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom;14444;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (gem.);14445;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;1500;5000;2022-11-01;2999-11-30;20.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;5001;10000;2022-11-01;2999-11-30;39.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;10001;15000;2022-11-01;2999-11-30;48.50;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;15001;30000;2022-11-01;2999-11-30;86.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;30001;50000;2022-11-01;2999-11-30;114.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;50001;80000;2022-11-01;2999-11-30;144.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;80001;90000;2022-12-01;2999-11-30;164.00;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;15001;50000;2022-11-01;2999-11-30;;;17.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;;;
Stufe 21;Stadtwerke Troisdorf;Unser.Wärmestrom HT/NT (get.);14446;Strom;Privatkunde;50001;100000;2022-11-01;2999-11-30;;;36.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;0;2999;2023-05-01;2999-03-31;55.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;0;2999;2023-05-01;2999-03-31;;;13.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;3000;19999;2023-05-01;2999-03-31;101.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;3000;19999;2023-05-01;2999-03-31;;;22.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;20000;49999;2023-05-01;2999-03-31;141.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;20000;49999;2023-05-01;2999-03-31;;;31.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;50000;69999;2023-05-01;2999-03-31;211.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;50000;69999;2023-05-01;2999-03-31;;;41.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;70000;100000;2023-05-01;2999-03-31;260.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom (BKP);13297;Strom;Gewerbekunde;70000;100000;2023-05-01;2999-03-31;;;73.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;0;2999;2023-05-01;2999-03-31;55.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;0;2999;2023-05-01;2999-03-31;;;13.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;3000;19999;2023-05-01;2999-03-31;101.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;3000;19999;2023-05-01;2999-03-31;;;22.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;20000;49999;2023-05-01;2999-03-31;141.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;20000;49999;2023-05-01;2999-03-31;;;31.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;50000;69999;2023-05-01;2999-03-31;211.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;50000;69999;2023-05-01;2999-03-31;;;41.00 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;70000;100000;2023-05-01;2999-03-31;260.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinPROFI Strom Öko (BKP);16396;Strom;Gewerbekunde;70000;100000;2023-05-01;2999-03-31;;;73.50 ab dem 13. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Gas (SB);19341;Gas;Privatkunde;0;300000;2026-01-01;2999-03-31;140.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Gas (SB);19341;Gas;Privatkunde;0;300000;2026-01-01;2999-03-31;;;20.00 ab dem 25. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Strom (SB);19414;Strom;Privatkunde;0;30000;2026-01-01;2999-03-31;140.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Strom (SB);19414;Strom;Privatkunde;0;30000;2026-01-01;2999-03-31;;;20.00 ab dem 25. Belieferungsmonat jährlich;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Strom öko (SB);19415;Strom;Privatkunde;0;30000;2026-01-01;2999-03-31;140.00;;;;
Stufe 21;SWK STADTWERKE KREFELD;meinSTADT Strom öko (SB);19415;Strom;Privatkunde;0;30000;2026-01-01;2999-03-31;;;20.00 ab dem 25. Belieferungsmonat jährlich;;
Stufe 21;SWU Energie GmbH;SWU NaturStrom - Onlinetarif;5046;Strom;Privatkunde;500;100000;2020-01-01;2999-04-30;32.55;;;;
Stufe 21;SWU Energie GmbH;SWU SchwabenGas  - Onlinetarif;5047;Gas;Privatkunde;0;40000;2023-05-29;2999-05-31;36.00;;;;
Stufe 21;SWU Energie GmbH;SWU SchwabenStrom - Onlinetarif;5045;Strom;Privatkunde;500;100000;2022-05-01;2999-04-30;32.55;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18583;Gas;Privatkunde;5001;12000;2025-04-01;2999-10-31;50.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18583;Gas;Privatkunde;12001;18000;2025-04-01;2999-10-31;59.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18583;Gas;Privatkunde;18001;80000;2025-04-01;2999-10-31;68.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18584;Gas;Gewerbekunde;5001;12000;2025-04-01;2999-10-31;50.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18584;Gas;Gewerbekunde;12001;18000;2025-04-01;2999-10-31;59.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas direkt;18584;Gas;Gewerbekunde;18001;80000;2025-04-01;2999-10-31;68.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas easy;17746;Gas;Privatkunde;900;80000;2025-09-01;2999-10-31;165.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas easy;17752;Gas;Gewerbekunde;900;80000;2025-09-01;2999-10-31;165.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas easy Bonus;18023;Gas;Privatkunde;900;80000;2025-09-01;2999-10-31;140.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Gas easy Bonus;18025;Gas;Gewerbekunde;900;80000;2025-09-01;2999-10-31;140.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom direkt;19206;Strom;Privatkunde;900;100000;2025-09-01;2999-10-31;50.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom direkt;19206;Strom;Privatkunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom direkt;19207;Strom;Gewerbekunde;900;100000;2025-09-01;2999-10-31;50.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom direkt;19207;Strom;Gewerbekunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy;17747;Strom;Privatkunde;500;100000;2025-09-01;2999-10-31;165.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy;17747;Strom;Privatkunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy;17753;Strom;Gewerbekunde;500;100000;2025-09-01;2999-10-31;165.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy;17753;Strom;Gewerbekunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy Bonus;18024;Strom;Privatkunde;500;100000;2025-09-01;2999-10-31;140.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy Bonus;18024;Strom;Privatkunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy Bonus;18026;Strom;Gewerbekunde;500;100000;2025-09-01;2999-10-31;140.00;;;;
Stufe 21;TEAG Thüringer Energie AG;TEAG.Strom easy Bonus;18026;Strom;Gewerbekunde;0;0;2026-02-02;2026-03-30;;;;;20.00 on Top 
Stufe 21;Vattenfall Europe Sales;Bio24 Gas 15;18224;Gas;Privatkunde;1;1500000;2025-01-01;2999-06-30;130.00;;;;
Stufe 21;Vattenfall Europe Sales;Easy24 Gas PUR;13023;Gas;Privatkunde;1;1500000;2021-05-01;2999-06-30;140.00;;;;
Stufe 21;Vattenfall Europe Sales;Easy24 Gas PUR;13023;Gas;Privatkunde;0;0;2026-03-16;2026-03-31;;;;;50.00 on Top 
Stufe 21;Vattenfall Europe Sales;Easy24 Gas PUR rNKB;13025;Gas;Privatkunde;1;1500000;2026-02-01;2999-06-30;100.00;;;;
Stufe 21;Vattenfall Europe Sales;ÖkoStrom24 Best;17142;Strom;Privatkunde;1;100000;2024-01-01;2999-06-30;220.00;;;;
Stufe 21;Vattenfall Europe Sales;ÖkoStrom24 Direkt;18590;Strom;Privatkunde;1;100000;2026-01-15;2999-06-30;35.00;;;;
Stufe 21;Vattenfall Europe Sales;ÖkoStrom24 Pur;16363;Strom;Privatkunde;1;100000;2026-01-02;2999-06-30;179.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;1;3999;2025-02-01;2999-01-31;110.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;4000;9999;2025-02-01;2999-01-31;178.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;10000;14999;2024-08-01;2999-01-31;238.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;15000;19999;2024-08-01;2999-01-31;270.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;20000;24999;2024-08-01;2999-01-31;285.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;25000;29999;2024-08-01;2999-01-31;310.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;30000;39999;2024-08-01;2999-01-31;350.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;40000;49999;2024-08-01;2999-01-31;410.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;50000;59999;2024-08-01;2999-01-31;460.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;60000;69999;2024-08-01;2999-01-31;530.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi ÖkoStrom24 L;17847;Strom;Gewerbekunde;70000;100000;2024-08-01;2999-01-31;560.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi24 Gas Vario Gewerbe;18285;Gas;Gewerbekunde;1;29999;2025-02-01;2999-04-30;190.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi24 Gas Vario Gewerbe;18285;Gas;Gewerbekunde;30000;49999;2025-02-01;2999-04-30;254.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi24 Gas Vario Gewerbe;18285;Gas;Gewerbekunde;50000;79999;2025-02-01;2999-04-30;302.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi24 Gas Vario Gewerbe;18285;Gas;Gewerbekunde;80000;1500000;2025-02-01;2999-04-30;350.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi_ÖkoStrom24 L;18178;Strom;Gewerbekunde;1;1999;2025-02-01;2999-01-31;73.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi_ÖkoStrom24 L;18178;Strom;Gewerbekunde;2000;5999;2025-02-01;2999-01-31;101.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi_ÖkoStrom24 L;18178;Strom;Gewerbekunde;6000;10999;2025-02-01;2999-01-31;130.00;;;;
Stufe 21;Vattenfall Europe Sales;Profi_ÖkoStrom24 L;18178;Strom;Gewerbekunde;11000;100000;2025-02-01;2999-01-31;160.00;;;;
Stufe 21;Vattenfall Europe Sales;Wärmepumpe Natur12;13050;Strom;Gewerbekunde;1;100000;2021-05-01;2999-11-30;83.00;;;;
Stufe 21;Vattenfall Europe Sales;Wärmepumpe Natur12;13051;Strom;Privatkunde;1;100000;2021-05-01;2999-11-30;83.00;;;;
Stufe 21;Vattenfall Europe Sales;Wärmepumpe Natur24;13052;Strom;Privatkunde;1;100000;2021-05-01;2999-11-30;120.00;;;;
Stufe 21;WEMAG;WEMAG Erdgas Natur;1583;Gas;Privatkunde;500;300000;2022-01-25;2999-06-30;49.50;;;;
Stufe 21;WEMAG;WEMAG Erdgas Natur;1583;Gas;Privatkunde;500;300000;2022-01-25;2999-06-30;;;17.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Erdgas Natur;1583;Gas;Privatkunde;500;300000;2022-01-25;2999-06-30;;;41.00 ab dem 25. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Erdgas Natur;1583;Gas;Privatkunde;0;0;2026-02-01;2026-03-31;;;;;90.00 on Top 
Stufe 21;WEMAG;WEMAG Ökonachtstrom;19799;Strom;Privatkunde;500;100000;2026-03-01;2999-04-30;28.00;;;;
Stufe 21;WEMAG;WEMAG Ökostrom;1579;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;30.50;;;;
Stufe 21;WEMAG;WEMAG Ökostrom;1579;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;;;13.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Ökostrom;1579;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;;;31.50 ab dem 25. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Ökostrom;1579;Strom;Privatkunde;0;0;2026-02-01;2026-03-31;;;;;90.00 on Top 
Stufe 21;WEMAG;WEMAG Ökostrom Aktiv;1580;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;30.50;;;;
Stufe 21;WEMAG;WEMAG Ökostrom Aktiv;1580;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;;;13.00 ab dem 13. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Ökostrom Aktiv;1580;Strom;Privatkunde;1;100000;2022-01-25;2999-04-30;;;31.50 ab dem 25. Belieferungsmonat einmalig;;
Stufe 21;WEMAG;WEMAG Ökostrom Aktiv;1580;Strom;Privatkunde;0;0;2026-02-01;2026-03-31;;;;;90.00 on Top 
Stufe 21;WEMAG;WEMAG Ökostrom Wärmepumpe unterbrechbar;19246;Strom;Privatkunde;1;100000;2025-10-01;2999-04-30;30.50;;;;
Stufe 21;WEMAG;WEMAG Ökostrom Wärmepumpe unterbrechbar;19246;Strom;Privatkunde;0;0;2025-10-05;2026-03-31;;;;;120.00 on Top 
